"X","Ticker.Symbol","Period.Ending","After.Tax.ROE","Capital.Expenditures","Cash.Ratio","Cash.and.Cash.Equivalents","Current.Ratio","Depreciation","Gross.Margin","Gross.Profit","Interest.Expense","Investments","Liabilities","Long.Term.Debt","Long.Term.Investments","Net.Cash.Flow","Net.Income","Operating.Income","Operating.Margin","Profit.Margin","Quick.Ratio","Research.and.Development","Total.Assets","Total.Equity","Total.Liabilities","Earnings.Per.Share","Estimated.Shares.Outstanding"
1496,"T","2014-12-31",7,-2.1199e+10,23,8.603e+09,90,1.8273e+10,55,7.2302e+10,3.613e+09,-2.124e+09,1.852e+09,7.5778e+10,2.5e+08,5.264e+09,6.442e+09,1.2212e+10,9,5,90,0,2.96834e+11,8.9716e+10,2.07118e+11,1.19,5413445378.15
1497,"T","2015-12-31",11,-1.9218e+10,11,5.121e+09,75,2.2016e+10,54,7.9755e+10,4.12e+09,7.48e+08,5.56e+08,1.18515e+11,1.606e+09,-3.482e+09,1.3345e+10,2.4785e+10,17,9,75,0,4.02672e+11,1.22671e+11,2.80001e+11,2.37,5630801687.76
1499,"TAP","2014-12-31",7,-259500000,27,624600000,68,3.2e+08,40,1.653e+09,1.45e+08,-5600000,74800000,2321300000,2410200000,231200000,5.14e+08,726500000,18,12,59,0,13980100000,7863300000,6116800000,2.78,184892086.331
1500,"TAP","2015-12-31",5,-2.75e+08,35,430900000,103,325500000,39,1.404e+09,120300000,-1600000,-114900000,2908700000,2.441e+09,-150300000,359500000,521800000,15,10,89,0,12276300000,7.043e+09,5233300000,1.94,185309278.351
1504,"TDC","2014-12-31",21,-5.4e+07,84,8.34e+08,158,1.69e+08,54,1.479e+09,3e+06,0,-5.1e+07,1.95e+08,0,1.39e+08,3.67e+08,5.03e+08,18,13,154,2.06e+08,3.132e+09,1.707e+09,1.425e+09,2.36,155508474.576
1505,"TDC","2015-12-31",25,-5.2e+07,88,8.39e+08,182,1.7e+08,50,1.276e+09,9e+06,8.5e+07,1.6e+07,5.7e+08,0,5e+06,-2.14e+08,-1.95e+08,8,8,177,2.28e+08,2.53e+09,8.49e+08,1.681e+09,-1.53,139869281.046
1536,"TMO","2014-12-31",9,-427600000,25,1343500000,122,1684800000,44,7.492e+09,0,88600000,309600000,12351600000,0,-4482500000,1894400000,2.503e+09,15,11,87,691100000,42852100000,20548100000,2.2304e+10,4.76,397983193.277
1537,"TMO","2015-12-31",9,-422900000,11,452100000,138,1688200000,46,7755900000,0,1.2e+07,1.45e+08,11473900000,0,-891400000,1975400000,2336200000,14,12,90,692300000,4.0889e+10,21350200000,19538800000,4.96,398266129.032
1540,"TRIP","2014-12-31",20,-8.1e+07,148,4.55e+08,193,6.5e+07,97,1.206e+09,9e+06,1.78e+08,7.8e+07,2.59e+08,3.1e+07,1.04e+08,2.26e+08,3.4e+08,27,18,193,0,1.948e+09,1.125e+09,8.23e+08,1.58,143037974.684
1541,"TRIP","2015-12-31",14,-1.09e+08,212,6.14e+08,277,9.3e+07,96,1.434e+09,1e+07,5.3e+07,6.7e+07,2e+08,3.7e+07,1.59e+08,1.98e+08,2.32e+08,16,13,277,0,2.128e+09,1.412e+09,7.16e+08,1.38,143478260.87
1556,"TSO","2014-12-31",19,-6.85e+08,29,1e+09,148,5.77e+08,12,4.96e+09,2.35e+08,-2.496e+09,-2.98e+08,4.161e+09,0,-2.38e+08,8.43e+08,1.632e+09,4,2,77,0,1.6491e+10,4.454e+09,1.2037e+10,6.56,128506097.561
1557,"TSO","2015-12-31",30,-1.03e+09,37,9.42e+08,170,7.72e+08,22,6.245e+09,2.17e+08,-9.7e+07,-8.63e+08,4.067e+09,0,-5.8e+07,1.54e+09,2.827e+09,10,5,79,0,1.6332e+10,5.213e+09,1.1119e+10,12.5,123200000
1560,"TSS","2014-12-31",19,-75913000,98,289183000,233,250218000,32,777985000,0,-3291000,54636000,1405106000,100468000,10953000,329406000,431640000,18,13,233,0,3733581000,1692762000,2040819000,1.73,190408092.486
1561,"TSS","2015-12-31",20,-54640000,115,389328000,260,260502000,33,924360000,0,-1686000,-29853000,1383634000,106118000,100145000,369041000,534107000,19,13,260,0,3908300000,1843018000,2065282000,1.98,186384343.434
1564,"TXN","2014-12-31",27,-3.85e+08,133,1.199e+09,279,1.23e+09,57,7.427e+09,9.4e+07,-1.41e+08,-1.86e+08,3.63e+09,2.24e+08,-4.28e+08,2.821e+09,3.947e+09,30,22,212,1.358e+09,1.7372e+10,1.039e+10,6.982e+09,2.61,1080842911.88
1565,"TXN","2015-12-31",30,-5.51e+08,126,1e+09,277,1.133e+09,58,7.56e+09,9e+07,1.25e+08,-1.7e+08,3.12e+09,2.21e+08,-1.99e+08,2.986e+09,4.274e+09,33,23,211,1.28e+09,1.623e+10,9.946e+09,6.284e+09,2.86,1044055944.06
1572,"UA","2014-12-31",15,-140528000,141,593175000,367,72093000,49,1512206000,5335000,0,81380000,255250000,0,245686000,208042000,353955000,11,7,240,0,2095083000,1350300000,744783000,0.98,212287755.102
1573,"UA","2015-12-31",14,-298928000,27,129852000,313,100940000,48,1905547000,14628000,-6534000,39010000,6.27e+08,0,-463323000,232573000,408547000,10,6,149,0,2868900000,1668222000,1200678000,1.08,215345370.37
1580,"UAL","2014-12-31",47,-2.005e+09,44,3.156e+09,60,1.679e+09,57,2.229e+10,6.83e+08,-4.57e+08,1.55e+08,1.0524e+10,0,-1.218e+09,1.132e+09,2.373e+09,6,3,55,0,3.6595e+10,2.396e+09,3.4199e+10,3.05,371147540.984
1581,"UAL","2015-12-31",82,-2.747e+09,42,3.058e+09,63,1.819e+09,68,2.5734e+10,6.2e+08,1.9e+08,-7.28e+08,1.04e+10,0,1.004e+09,7.34e+09,5.166e+09,14,19,57,0,4.0861e+10,8.966e+09,3.1895e+10,19.52,376024590.164
1588,"UHS","2014-12-31",15,-822536000,3,32069000,137,375624000,100,8205088000,133638000,-1.2e+07,63676000,3210215000,0,14831000,545343000,1063305000,13,7,127,0,8974443000,3735946000,5238497000,5.52,98794021.7391
1589,"UHS","2015-12-31",16,-912976000,6,61228000,156,398618000,100,9043451000,113494000,-3300000,90202000,3387303000,0,29159000,680528000,1259395000,14,8,146,0,9634113000,4249647000,5384466000,6.89,98770391.8723
1603,"UNP","2014-12-31",24,-4.346e+09,42,1.586e+09,117,1.904e+09,75,1.7891e+10,5.61e+08,0,-1.8e+07,1.0952e+10,1.39e+09,1.54e+08,5.18e+09,8.753e+09,36,22,98,0,5.2372e+10,2.1189e+10,3.1183e+10,5.77,897746967.071
1604,"UNP","2015-12-31",23,-4.65e+09,43,1.391e+09,129,2.012e+09,80,1.7379e+10,6.22e+08,0,-3.61e+08,1.3607e+10,1.41e+09,-1.95e+08,4.772e+09,8.052e+09,37,22,106,0,5.46e+10,2.0702e+10,3.3898e+10,5.51,866061705.989
1608,"UPS","2014-12-31",142,-2.328e+09,38,2.291e+09,130,1.923e+09,75,4.3474e+10,3.53e+08,-3.75e+08,6.99e+08,9.856e+09,4.89e+08,-2.374e+09,3.032e+09,4.968e+09,9,5,130,0,3.544e+10,2.141e+09,3.3299e+10,3.31,916012084.592
1609,"UPS","2015-12-31",196,-2.379e+09,44,2.73e+09,123,2.084e+09,78,4.5416e+10,3.41e+08,-1.022e+09,-2.16e+08,1.1316e+10,4.73e+08,4.39e+08,4.844e+09,7.668e+09,13,8,123,0,3.8311e+10,2.47e+09,3.5841e+10,5.38,900371747.212
1619,"UTX","2014-12-31",20,-1.594e+09,22,5.229e+09,134,1.82e+09,29,1.7002e+10,8.81e+08,2.22e+08,-6.06e+08,1.7784e+10,9.58e+08,8.24e+08,6.22e+09,9.593e+09,17,11,102,2.475e+09,9.1206e+10,3.1213e+10,5.9993e+10,6.92,898843930.636
1620,"UTX","2015-12-31",28,-1.652e+09,31,7.075e+09,118,1.863e+09,28,1.5667e+10,8.24e+08,-8.7e+07,3.43e+08,1.932e+10,1.018e+09,1.63e+09,7.608e+09,7.291e+09,13,14,82,2.279e+09,8.7484e+10,2.7358e+10,6.0126e+10,8.72,872477064.22
1640,"VLO","2014-12-31",18,-2.153e+09,37,3.689e+09,166,1.69e+09,10,1.2703e+10,3.97e+08,0,0,5.78e+09,0,-6.03e+08,3.63e+09,5.902e+09,5,3,100,0,4.555e+10,2.0677e+10,2.4873e+10,6.88,527616279.07
1641,"VLO","2015-12-31",19,-1.618e+09,56,4.114e+09,203,1.842e+09,15,1.3153e+10,4.33e+08,0,0,7.25e+09,0,4.25e+08,3.99e+09,6.358e+09,7,5,123,0,4.4343e+10,2.0527e+10,2.3816e+10,8,498750000
1644,"VMC","2014-12-31",5,-224852000,31,141273000,204,279497000,20,587582000,243367000,0,-42421000,1834642000,41650000,-52465000,204923000,538138000,18,7,132,0,8041097000,4176699000,3864398000,1.56,131360897.436
1645,"VMC","2015-12-31",5,-289262000,81,285210000,307,274823000,25,857533000,220588000,0,10394000,1980334000,40558000,142787000,221177000,549778000,16,6,209,0,8301632000,4454188000,3847444000,1.66,133239156.627
1652,"VRSK","2014-12-31",190,-146818000,6,39359000,50,146121000,59,1030128000,69984000,146480000,18945000,1100874000,0,-126442000,400042000,660446000,38,23,50,0,2345330000,211043000,2134287000,2.41,165992531.12
1653,"VRSK","2015-12-31",37,-166138000,10,138348000,41,228383000,61,1264736000,121316000,85309000,-63307000,2293179000,0,98989000,507577000,736562000,36,25,41,0,5615927000,1372011000,4243916000,3.07,165334527.687
1656,"VRSN","2014-12-31",40,-39327000,99,191608000,103,74568000,81,821692000,85994000,151563000,79937000,740175000,0,-147615000,355260000,564427000,56,35,103,67777000,1901150000,-883466000,2784616000,2.8,126878571.429
1657,"VRSN","2015-12-31",35,-40656000,127,228659000,131,73783000,82,866578000,107631000,-452302000,92001000,1235354000,0,37051000,375236000,605946000,57,35,131,63718000,2357737000,-1070447000,3428184000,3.29,114053495.441
1660,"VRTX","2014-12-31",69,-51201000,379,633677000,420,63257000,89,519428000,72863000,133766000,-46164000,792935000,0,55960000,-738555000,-692412000,119,127,412,855506000,2334679000,1075006000,1259673000,-3.14,235208598.726
1661,"VRTX","2015-12-31",59,-45302000,221,793678000,278,62343000,88,907824000,84206000,404402000,51303000,739503000,3e+07,89509000,-556334000,-466879000,45,54,267,995922000,2498875000,939967000,1558908000,-2.31,240837229.437
1668,"VZ","2014-12-31",78,-1.7191e+10,40,1.0598e+10,105,1.6533e+10,61,7.7148e+10,4.915e+09,0,1.412e+09,1.10536e+11,8.02e+08,-4.293e+10,9.625e+09,1.9599e+10,15,8,101,0,2.32616e+11,1.2298e+10,2.20318e+11,2.42,3977272727.27
1669,"VZ","2015-12-31",109,-1.7775e+10,14,4.47e+09,64,1.6017e+10,60,7.9063e+10,4.92e+09,0,2.545e+09,1.03705e+11,7.96e+08,-6.128e+09,1.7879e+10,3.306e+10,25,14,60,0,2.4464e+11,1.6428e+10,2.28212e+11,4.38,4081963470.32
1680,"WEC","2014-12-31",13,-761200000,4,61900000,77,4.17e+08,33,1625300000,240300000,-13100000,-21600000,4170700000,456900000,35900000,589500000,1112100000,22,12,53,0,1.4905e+10,4450100000,10454900000,2.61,225862068.966
1681,"WEC","2015-12-31",7,-1266200000,2,49800000,81,583500000,33,1976700000,331400000,-1338600000,4800000,9124100000,1466700000,-12100000,640300000,1250500000,21,11,56,0,29355200000,8685200000,2.067e+10,2.36,271313559.322
1691,"WHR","2014-12-31",13,-7.2e+08,12,1.026e+09,96,5.6e+08,17,3.395e+09,1.65e+08,-1.6e+07,5e+07,3.544e+09,0,-3.54e+08,6.5e+08,1.188e+09,6,3,64,0,2.0002e+10,4.885e+09,1.4206e+10,8.3,78313253.012
1692,"WHR","2015-12-31",17,-6.89e+08,10,7.72e+08,89,6.68e+08,18,3.69e+09,1.65e+08,-7e+07,-7.6e+07,3.47e+09,0,-2.54e+08,7.83e+08,1.285e+09,6,4,55,0,1.901e+10,4.743e+09,1.3336e+10,9.95,78693467.3367
1699,"WM","2014-12-31",22,-1.151e+09,38,1.307e+09,101,1.394e+09,36,4.994e+09,4.66e+08,-3.3e+07,0,8.345e+09,4.08e+08,1.249e+09,1.298e+09,2.299e+09,16,9,98,0,2.1297e+10,5.866e+09,1.5431e+10,2.8,463571428.571
1700,"WM","2015-12-31",14,-1.233e+09,2,3.9e+07,93,1.335e+09,36,4.73e+09,3.85e+08,-2e+07,-2.09e+08,8.676e+09,3.6e+08,-1.268e+09,7.53e+08,2.045e+09,16,6,90,0,2.0367e+10,5.345e+09,1.5022e+10,1.66,453614457.831
1704,"WMB","2014-12-31",24,-4.031e+09,9,2.4e+08,74,1.229e+09,41,3.129e+09,7.47e+08,-6.44e+09,-2.11e+08,2.078e+10,8.4e+09,-4.41e+08,2.114e+09,1.569e+09,21,28,65,0,5.0455e+10,8.777e+09,4.1678e+10,2.94,719047619.048
1705,"WMB","2015-12-31",9,-3.167e+09,4,1e+08,61,1.82e+09,53,3.926e+09,1.044e+09,-7.07e+08,-6.4e+07,2.3812e+10,7.336e+09,-1.4e+08,-5.71e+08,2.26e+08,3,8,56,0,4.902e+10,6.148e+09,4.2872e+10,-0.76,751315789.474
1715,"WU","2014-12-31",66,-67800000,21,1783200000,59,271900000,41,2309800000,176600000,100200000,-7e+07,0,0,-289900000,852400000,1140500000,20,15,59,0,9890400000,1300400000,8.59e+09,1.6,532750000
1716,"WU","2015-12-31",60,-94400000,16,1315900000,57,270200000,42,2284300000,167900000,-19900000,46700000,0,0,-467300000,837800000,1109400000,20,15,57,0,9458900000,1404900000,8.054e+09,1.63,513987730.061
1719,"WY","2014-12-31",34,-3.54e+08,172,1.58e+09,306,5e+08,22,1.64e+09,3.44e+08,0,-1.99e+08,4.891e+09,1.88e+08,7.45e+08,1.826e+09,1.32e+09,18,25,241,2.7e+07,1.3265e+10,5.304e+09,7.961e+09,3.2,570625000
1720,"WY","2015-12-31",10,-4.79e+08,116,1.012e+09,248,4.79e+08,20,1.388e+09,3.47e+08,0,-1.18e+08,4.891e+09,7.4e+07,-5.68e+08,5.06e+08,9.19e+08,13,7,184,2.4e+07,1.2486e+10,4.869e+09,7.617e+09,0.89,568539325.843
1723,"WYN","2014-12-31",42,-2.35e+08,10,1.83e+08,100,2.33e+08,53,2.777e+09,1.13e+08,-2e+07,1.22e+08,4.792e+09,2.406e+09,-1.1e+07,5.29e+08,9.41e+08,18,10,84,0,9.679e+09,1.255e+09,8.424e+09,4.22,125355450.237
1724,"WYN","2015-12-31",64,-2.22e+08,9,1.71e+08,96,2.34e+08,51,2.836e+09,1.25e+08,-1.7e+07,1.3e+08,4.955e+09,2.438e+09,-1.2e+07,6.12e+08,1.015e+09,18,11,80,0,9.716e+09,9.5e+08,8.766e+09,5.18,118146718.147
1727,"WYNN","2014-12-31",2542,-1221357000,185,2182164000,213,350768000,39,2117350000,315062000,-168000,-258226000,7345262000,14416000,-252877000,731554000,1266278000,23,13,207,0,9062861000,-28779000,9091640000,7.25,100904000
1728,"WYNN","2015-12-31",174,-1921240000,198,2080089000,226,342414000,38,1545509000,300906000,-3660000,-220361000,9212765000,136983000,-102075000,195290000,658814000,16,5,219,0,10522259000,-111979000,10634238000,1.93,101186528.497
1731,"XEC","2014-12-31",11,-2198861000,52,405862000,120,806021000,76,1851345000,36940000,0,45714000,1483176000,0,401331000,507204000,813934000,34,21,108,0,8708469000,4500632000,4207837000,5.79,87600000
1732,"XEC","2015-12-31",86,-1049636000,190,779382000,263,778923000,64,932745000,55157000,0,-276735000,1485620000,501000,373520000,-2408948000,-3740803000,258,166,250,0,5243286000,2797678000,2445608000,-25.92,92937808.642
1735,"XEL","2014-12-31",10,-3199791000,2,79608000,83,1151547000,32,3734783000,566608000,-9515000,-33226000,11499634000,1886415000,-27536000,1021306000,1948130000,17,9,68,0,36957884000,10214482000,26743402000,2.03,503106403.941
1736,"XEL","2015-12-31",9,-3683359000,2,84940000,72,1249338000,36,3990853000,595282000,-22443000,-175214000,12490719000,1954078000,5332000,984485000,2000512000,18,9,57,0,39053535000,10600920000,28452615000,1.94,507466494.845
1747,"XOM","2014-12-31",19,-3.2952e+10,7,4.658e+09,82,1.7297e+10,32,1.27274e+11,2.86e+08,1.715e+09,-6.639e+09,1.6978e+10,3.5239e+10,-2.8e+07,3.252e+10,3.4082e+10,9,8,56,0,3.49493e+11,1.74399e+11,1.75094e+11,7.6,4278947368.42
1748,"XOM","2015-12-31",9,-2.649e+10,7,3.705e+09,79,1.8048e+10,36,9.3898e+10,3.11e+08,2.35e+08,-7.471e+09,2.5342e+10,3.4245e+10,-9.11e+08,1.615e+10,1.2883e+10,5,6,49,0,3.36758e+11,1.70811e+11,1.65947e+11,3.85,4194805194.81
1751,"XRAY","2014-12-31",14,-99600000,23,151600000,185,133700000,55,1599800000,46900000,-30500000,29400000,1150100000,0,76600000,322900000,445600000,15,11,126,0,4646500000,2321300000,2325200000,2.28,141622807.018
1752,"XRAY","2015-12-31",11,-7.2e+07,60,284600000,251,134200000,57,1517200000,55900000,24400000,13100000,1.141e+09,0,1.33e+08,251200000,375200000,14,9,180,0,4402900000,2.338e+09,2064900000,1.79,140335195.531
1755,"XRX","2014-12-31",9,-3.68e+08,23,1.411e+09,146,1.426e+09,32,6.246e+09,0,0,6.4e+07,6.314e+09,4.057e+09,-3.53e+08,1.013e+09,1.206e+09,6,5,131,5.77e+08,2.7658e+10,1.0678e+10,1.698e+10,0.82,1235365853.66
1756,"XRX","2015-12-31",5,-2.51e+08,26,1.368e+09,127,1.19e+09,29,5.263e+09,0,0,2.21e+08,6.382e+09,3.965e+09,-4.3e+07,4.74e+08,4.12e+08,2,3,109,5.63e+08,2.4817e+10,9.074e+09,1.5743e+10,0.42,1128571428.57
1759,"XYL","2014-12-31",16,-1.19e+08,73,6.63e+08,229,1.42e+08,39,1.513e+09,5.4e+07,0,4.5e+07,1.195e+09,0,1.3e+08,3.37e+08,4.63e+08,12,9,175,1.04e+08,4.833e+09,2.127e+09,2.706e+09,1.84,183152173.913
1760,"XYL","2015-12-31",16,-1.17e+08,83,6.8e+08,244,1.33e+08,38,1.404e+09,5.5e+07,0,6e+06,1.196e+09,0,1.7e+07,3.4e+08,4.49e+08,12,9,191,9.5e+07,4.657e+09,2.084e+09,2.573e+09,1.88,180851063.83
1763,"YHOO","2014-12-31",19,-413019000,177,2664098000,209,697284000,70,3230758000,0,-4500094000,3257845000,1170423000,44588259000,586508000,7521731000,142942000,3,163,209,1156386000,61707336000,38741837000,22965499000,7.61,988400919.842
1764,"YHOO","2015-12-31",15,-554163000,459,1631911000,588,719892000,58,2890553000,0,2446759000,-3427810000,1233485000,34651551000,-1032187000,-4359082000,-4748494000,96,88,588,1177923000,45203966000,29043537000,16160429000,-4.64,939457327.586
1771,"ZBH","2014-12-31",11,-342300000,166,1083300000,421,375800000,73,3430500000,63100000,-68700000,108400000,1425500000,0,2700000,720300000,1037300000,22,15,305,187400000,9.658e+09,6549900000,3108100000,4.26,169084507.042
1772,"ZBH","2015-12-31",1,-434100000,100,1459300000,362,712400000,70,4197200000,286600000,588100000,-263100000,11556300000,0,3.76e+08,1.47e+08,467300000,8,2,223,268800000,27219500000,9887900000,17331600000,0.78,188461538.462
1778,"ZTS","2014-12-31",44,-1.8e+08,81,8.82e+08,319,2.04e+08,64,3.068e+09,1.17e+08,0,-1.97e+08,3.681e+09,0,2.72e+08,5.83e+08,9.44e+08,20,12,200,3.96e+08,6.588e+09,1.311e+09,5.277e+09,1.16,502586206.897
1779,"ZTS","2015-12-31",32,-2.24e+08,65,1.154e+09,215,1.99e+08,64,3.027e+09,1.24e+08,0,8.7e+07,4.526e+09,0,2.72e+08,3.39e+08,7.5e+08,16,7,133,3.64e+08,7.913e+09,1.068e+09,6.845e+09,0.68,498529411.765
